0,1,2
24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
34,35,36,37,38,39,40,41,42,43,44,45,3,2
35,36,37,38,39,40,41,42,43,44,45,3,2
36,37,38,39,40,41,42,43,44,45,3,2
37,38,39,40,41,42,43,44,45,3,2
38,39,40,41,42,43,44,45,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,52,51,50,49,1,2
39,40,41,42,43,44,45,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,51,50,49,1,2
40,41,42,43,44,45,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,49,1,2
41,42,43,44,45,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,49,1,2
42,43,44,45,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,49,1,2
43,44,45,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,49,1,2
44,45,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,49,1,2
45,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,49,1,2
46,47,48,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
47,48,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
48,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
49,50,51,52,37,38,39,40,41,42,43,44,45,3,2
50,51,52,37,38,39,40,41,42,43,44,45,3,2
51,52,37,38,39,40,41,42,43,44,45,3,2
52,37,38,39,40,41,42,43,44,45,3,2
53,54,55,56,57,58,59,60,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
54,55,56,57,58,59,60,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
55,56,57,58,59,60,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
56,57,58,59,60,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
57,58,59,60,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
58,59,60,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
59,60,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
60,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,3,2
